,prognosis,symptoms,diagnosis
5425,,"Pain in the abdomen,Nausea and vomiting,Shock,Kidney failure,Difficulty breathing,Loss of vision,Severe pain in the throat,Severe pain or burning in the nose, eyes, ears, lips, or tongue,Decreased urine output,Blood in the stool,Burns of the food pipe (esophagus),Vomiting blood,Irregular heart beat,Throat swelling,Holes in the skin or tissues under the skin",Diabetes 
5426,,"Confusion,Fatigue(Feeling Tired),Lethargy,Shortness of breath,Sleepiness",Diabetes 
5427,,"Crusting of skin bumps,Cysts,Papules (small red bumps),Pustules (small red bumps containing white or yellow pus),Redness around the skin eruptions,Scarring of the skin,Blackheads",Diabetes 
5428,,"Fainting/Drowsiness,Abnormal feeling of movement,Hearing loss,Ringing (tinnitus) in the affected ear,Difficulty understanding speech,Headache,Loss of balance,Numbness in the face or one ear,Pain in the face or one ear,Weakness of the face or facial asymmetry",Diabetes 
5429,,"Frequent middle ear infections,Growth problems, short arms and legs,Hearing problems,Intellectual disability,The body doesn't respond to certain hormones, even though hormone levels are normal,Distinct facial features",Diabetes 
5430,,"Blood in the stool,Fatigue(Feeling Tired),Headache,Body odor,Carpal tunnel syndrome,weakness,Decreased peripheral vision,gaps between the teeth,Enlarged tongue,Excessive height,Excessive sweating,Heart enlargement, which can cause fainting or shortness of breath,Hoarseness,Jaw pain,Joint pain,Large bones of the face, large jaw and tongue, widely spaced teeth,Large feet (change in shoe size), large hands (change in ring or glove size),Large glands in the skin (sebaceous glands) causing oily skin, thickening of the skin, skin tags (growths),Sleep apnea",Diabetes 
5431,,"Pain in the abdomen,Fainting/Drowsiness,Nausea and vomiting,Rapid heart rate,Low blood pressure,Confusion,Fatigue(Feeling Tired),Headache,Dehydration,fever,Loss of appetite,Low blood sugar,Rapid respiratory rate,Slow, sluggish movement,Unusual and excessive sweating on face or palms",Diabetes 
5432,,"Pain in the abdomen,Decreased urine output,Back pain,Blood in the urine,pain in the side",Gastroenteritis
5433,,"Fatigue(Feeling Tired),Chest discomfort,Cough that produces mucus -- the mucus may be clear or yellow-green,Fever-- usually low-grade,Shortness of breath that gets worse with activity,Wheezing",Gastroenteritis
5434,,"Clumsy speech pattern (dysarthria),Repetitive eye movements (nystagmus),Uncoordinated eye movements,Walking problems (unsteady gait) that can lead to falls,Difficulty controlling arm movements",Gastroenteritis
5435,,"Nausea and vomiting,Fever-- usually low-grade,Sharp, cramping, or dull pain,Steady pain,Pain that spreads to your back or below your right shoulder blade,Clay-colored stools,Yellowing of skin and whites of the eyes (jaundice)",Gastroenteritis
5436,,"Nausea and vomiting,Shortness of breath,Excessive sweating,Pain in the shoulder, arm, neck, jaw, back, or belly area,Discomfort that feels like tightness, squeezing, crushing, burning, choking, or aching,Discomfort that occurs at rest and does not easily go away when you take medicine,Anxiety,Feeling dizzy or lightheaded,Fast or irregular heartbeat",Gastroenteritis
5437,,"Weakness of the face or facial asymmetry,Drooping eyelids,Difficulty moving the eyes,Slurred speech or difficulty swallowing,Stiffness in the neck,Pain in the arms or legs,Inability to pass urine,Respiratory failure, when muscles involved in breathing become weak,Serious nervous system problems, which may lead to death",Gastroenteritis
5438,,"Nausea and vomiting,Convulsions (seizures),Blood in the stool,Fatigue(Feeling Tired),Shortness of breath,Loss of appetite,Breath odor and metallic taste in the mouth,Changes in mental status or mood,Decreased sensation, especially in the hands or feet,Flank pain(between the ribs and hips),Hand tremor,Heart murmur,High blood pressure,Nosebleeds,Persistent hiccups,Prolonged bleeding,Swelling due to the body keeping in fluid (may be seen in the legs, ankles, and feet),Urination changes, such as little or no urine, excessive urination at night, or urination that stops completely,Easy bruising and bleeding",Gastroenteritis
5439,,"weakness,Loss of appetite,Fever-- usually low-grade,Bone and joint pain,Easy bruising and bleeding,Paleness,Pain or feeling of fullness below the ribs from an enlarged liver or spleen,Pinpoint red spots on the skin,Swollen lymph nodes in the neck, under arms, and groin,Night sweats",Gastroenteritis
5440,,"Fainting/Drowsiness,Nausea and vomiting,Bluish skin(fingernails and lips),Cough,Confusion,Fatigue(Feeling Tired),Shortness of breath,Headache,Loss of appetite,Difficulty sleeping,Chest tightness or congestion,Inability to walk in a straight line, or walk at all",Gastroenteritis
5441,,"Pale skin,Unintentional weight loss,Fatigue(Feeling Tired),Shortness of breath,Fever-- usually low-grade,Nosebleeds,Easy bruising and bleeding,Bleeding and swelling (rare) in the gums,Bone pain or tenderness,Heavy menstrual periods",Gastroenteritis
5442,,"Decreased urine output,Blood in the urine,High blood pressure,Swelling of the face,Swelling of eye,Swelling of legs,Swelling of arms,Swelling of hands,Swelling of feet,Swelling of abdomen",Bronchial Asthma
5443,,"Clay-colored stools,Yellowing of skin and whites of the eyes (jaundice),Persistent hiccups,Swelling of abdomen,Bloating or abdominal gas,Indigestion",Bronchial Asthma
5444,,"Low blood pressure,Shortness of breath,Rapid respiratory rate,Fast or irregular heartbeat",Bronchial Asthma
5445,,"Nausea and vomiting,Coma (lack of responsiveness),Decreased urine output,general swelling",Bronchial Asthma
5446,,"Pain in the abdomen,Fainting/Drowsiness,Nausea and vomiting,Low blood pressure,Fatigue(Feeling Tired),Dehydration,Loss of appetite,Low blood sugar,Fever-- usually low-grade,diarrhea,Darkening of the skin,Salt craving",Bronchial Asthma
5447,,"heavy menstrual bleeding,Painful menstrual periods,Pelvic pain during intercourse",Bronchial Asthma
5448,,"Pain in the abdomen,Nausea and vomiting,Swelling of abdomen,Constipation,No longer being able to pass gas",Bronchial Asthma
5449,,"Acting defiant or showing impulsive behavior,Acting nervous,Crying, feeling sad or hopeless, and possibly withdrawing from other people,Skipped heartbeats and other physical complaints,Trembling or twitching",Bronchial Asthma
5450,,"Coma (lack of responsiveness),Convulsions (seizures),Difficulty swallowing liquids and solids,Hearing loss,Changes in muscle tone, especially muscle spasms and uncontrolled movements,Crossed eyes,Handwriting that gets worse,Difficulty at school,Difficulty understanding what people are saying,Hyperactivity,Visual impairment or blindness",Bronchial Asthma
5451,,"diarrhea,Bronchitis,Conjunctivitis,Otitis media(middle ear infection),Pneumonia(lung infection),Sinusitis(sinus infection),Skin infections,Upper respiratory tract infections",Bronchial Asthma
5452,,"Being afraid of spending time alone,Being afraid of places where escape might be hard,Being afraid of losing control in a public place,Depending on others,Feeling detached or separated from others,Feeling helpless,Feeling that the body is not real,Feeling that the environment is not real,Having an unusual temper or agitation,Staying in the house for long periods",Hypertension 
5453,,"Shock,weakness,Fever-- usually low-grade,Bone pain or tenderness,Pneumonia(lung infection),Malaise(general discomfortness,ill feeling or uneasiness),Chills,Sore throat,Mouth and throat ulcers",Hypertension 
5454,,"Crossed eyes,No color in the hair, skin, or iris of the eye,Lighter than normal skin and hair,Patches of missing skin color,Light sensitivity,Rapid eye movements,Vision problems, or functional blindness,Numbness and tingling of hands or feet",Hypertension 
5455,,"Nausea and vomiting,Confusion,Hand tremor,Lightheadedness,Muscle twitching,Prolonged muscle spasms(tetany)",Hypertension 
5456,,"Intense itching or burning eyes,Puffy eyelids, most often in the morning,Red eyes,Stringy eye discharge,Tearing (watery eyes),Widened blood vessels in the clear tissue covering the white of the eye",Hypertension 
5457,,"Red eyes,Tearing (watery eyes),Hives (especially over the neck and face),Itching,Nasal congestion,Rashes",Hypertension 
5458,,"Tearing (watery eyes),Itching,Problems with smell,Runny nose,Sneezing",Hypertension 
5459,,"Liver failure,Cough,Unintentional weight loss,Shortness of breath,Wheezing",Hypertension 
5460,,"Fatigue(Feeling Tired),Hearing loss,Loss of appetite,Blood in the urine,Flank pain(between the ribs and hips),High blood pressure,general swelling,Abnormal urine color,Excessive thirst,Abnormal shape of the lens,Corneal erosion,Abnormal coloring of the retina,Macular hole",Hypertension 
5461,,"Darkening of the skin,Visual impairment or blindness,Deafness,Impaired heart function,Obesity,Progressive kidney failure,Slowed growth,type 2 diabetes",Hypertension 
5462,,"Difficulty performing more than one task at a time,Getting lost on familiar routes,Language problems, such as trouble remembering the names of familiar objects,Losing interest in things previously enjoyed and being in a flat mood,Misplacing items,Personality changes and loss of social skills,Change in sleep patterns, often waking up at night,Delusions, depression, and agitation,Difficulty doing basic tasks,Difficulty reading or writing,Forgetting details about current events,Hallucinations",Migraine
5463,,"Unintentional weight loss,Fatigue(Feeling Tired),diarrhea,Abdominal cramps,Excessive gas,Rectal pain while having a bowel movement (tenesmus)",Migraine
5464,,"Cough,Unintentional weight loss,Excessive sweating,Loss of appetite,Fever-- usually low-grade,Yellowing of skin and whites of the eyes (jaundice),Persistent hiccups,diarrhea,Malaise(general discomfortness,ill feeling or uneasiness),Abdominal pain, more so in the right, upper part of the abdomen; pain is intense, continuous or stabbing",Migraine
5465,,"Difficulty breathing,Unintentional weight loss,Hoarseness,Delusions, depression, and agitation,Difficulty lifting, climbing stairs, and walking,Difficulty swallowing -- choking easily, drooling, or gagging,Head drop due to weakness of the neck muscles,Speech problems, such as a slow or abnormal speech pattern (slurring of words),Muscle cramps,Muscle stiffness,Muscle contractions, called fasciculations",Migraine
5466,,"A lump in or near the anus,Anal pain,Itching in anal,Discharge from the anus,Change in bowel habits,Swollen lymph nodes in the groin or anal region",Migraine
5467,,"Nausea and vomiting,Increased need to urinate,Decreased urine output,Fatigue(Feeling Tired),Back pain,Blood in the urine,Easy bruising and bleeding,general swelling,Decreased alertness",Migraine
5468,,"Pain in the abdomen,Fainting/Drowsiness,Nausea and vomiting,Difficulty swallowing liquids and solids,Chest discomfort,Wheezing,Slurred speech or difficulty swallowing,Swelling of the face,Swelling of eye,diarrhea,Itching,Nasal congestion,Feeling anxious,Palpitations,swelling of tongue,Unconsciousness",Migraine
5469,,"Cough,Difficulty swallowing liquids and solids,Hoarseness,Coughing up blood,Loud breathing,Lower neck lump, which often grows quickly,Pain in throat,Vocal cord paralysis,Overactive thyroid",Migraine
5470,,"Pale skin,Shortness of breath,Headache,Loss of appetite,Feeling dizzy or lightheaded,Mouth and throat ulcers,Feeling weak or tired more often than usual, or with exercise,Irritability,Numbness and tingling of hands or feet,Blue color to the whites of the eyes,Brittle nails,Desire to eat ice or other non-food things (pica syndrome),Sore or inflamed tongue,Abnormal or increased menstrual bleeding in females,Loss of sexual desire,Difficulty in thinking",Migraine
5471,,"Convulsions (seizures),Heartburn,Intellectual disability,Crossed eyes,Loss of muscle tone (floppiness),Trouble feeding,Trembling arm and leg movements,Unstable or jerky walking,Little or no speech,Laughing and smiling often,Light hair, skin, and eye color compared to rest of family,Small head size compared to body, flattened back of head,Excessive movement of the hands and limbs,Sleep problems,Tongue thrusting, drooling,Unusual chewing and mouthing movements,Walking with arms uplifted and hands waving",Migraine
